Source: www.abc.org.uk/data Detailed Data Exported: 08/11/2022 12:15:44 
Copyright & Database right – all rights reserved. see www.abc.org.uk/copyright for details
"PERIOD","START DATE","END DATE","TITLE","REGISTRATION STATUS","OWNER","MARKET SECTOR","ISSUES","COVER PRICE","REGION","PLATFORM","CATEGORY/RATE","AVG. PER ISSUE"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","UK / ROI","Print","Paid Subscriptions - 20-99%","12627"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","UK / ROI","Digital","Paid Subscriptions - 20-99%","830"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","Other Countries","Print","Paid Subscriptions - 20-99%","123"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","Other Countries","Digital","Paid Subscriptions - 20-99%","268"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","UK / ROI","Digital","Paid Subscriptions - All You Can Read","4162"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","Other Countries","Digital","Paid Subscriptions - All You Can Read","4729"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","UK / ROI","Digital","Paid Subscriptions - Below 20%","346"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","Other Countries","Digital","Paid Subscriptions - Below 20%","1"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","UK / ROI","Print","Paid Subscriptions - Full Rate","14358"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","UK / ROI","Digital","Paid Subscriptions - Full Rate","72"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","Other Countries","Print","Paid Subscriptions - Full Rate","214"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","Other Countries","Digital","Paid Subscriptions - Full Rate","5"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","UK / ROI","Print","Paid Subscriptions - Multiple Copy","7584"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","Other Countries","Digital","Paid Subscriptions - Multiple Copy","51"
"Jan - Dec 2021","2021-01-01","2021-12-31","Runner's World","Registered","Hearst UK","Sports: Athletics","12","£4.99","UK / ROI","Print","Free Copies - Regular Gross","238"
"Jan - Dec 2021","2021-01-01","2021-12-31","RYA Magazine","Registered","Royal Yachting Association","Leisure Interests: Yachting","4","","UK / ROI","Print","Membership Copies","76040"
"Jan - Dec 2021","2021-01-01","2021-12-31","RYA Magazine","Registered","Royal Yachting Association","Leisure Interests: Yachting","4","","Other Countries","Print","Membership Copies","4311"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Print","Membership Copies","266"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Digital","Paid Single Copies - 20-99%","12"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","Other Countries","Digital","Paid Single Copies - 20-99%","2"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Print","Paid Subscriptions - 20-99%","160414"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Digital","Paid Subscriptions - 20-99%","36"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","Other Countries","Print","Paid Subscriptions - 20-99%","179"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","Other Countries","Digital","Paid Subscriptions - 20-99%","5"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Digital","Paid Subscriptions - All You Can Read","1531"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","Other Countries","Digital","Paid Subscriptions - All You Can Read","198"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Print","Paid Subscriptions - Below 20%","36106"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","Other Countries","Print","Paid Subscriptions - Below 20%","244"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","Other Countries","Digital","Paid Subscriptions - Below 20%","3"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Print","Paid Subscriptions - Full Rate","3"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","Other Countries","Print","Paid Subscriptions - Full Rate","1"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Print","Free Copies - Regular Net","1792"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","Other Countries","Print","Free Copies - Regular Net","16"
"Jul - Dec 2021","2021-07-01","2021-12-31","Saga Magazine","Registered","Saga Publishing Ltd","Women's Interests: Women's Lifestyle/Fashion","6","£4.95","UK / ROI","Print","Free Copies - Sample Net","64093"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","UK / ROI","Print","Paid Single Copies - Full Rate","51701"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","UK / ROI","Print","Paid Single Copies - 20-99%","16127"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","UK / ROI","Print","Paid Subscriptions - 20-99%","11917"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","Other Countries","Print","Paid Subscriptions - 20-99%","2"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","UK / ROI","Digital","Paid Subscriptions - All You Can Read","7089"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","Other Countries","Digital","Paid Subscriptions - All You Can Read","2315"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","UK / ROI","Print","Paid Subscriptions - Full Rate","9014"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","Other Countries","Print","Paid Subscriptions - Full Rate","211"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","UK / ROI","Print","Free Copies - Regular Gross","17000"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sainsbury's Magazine","Registered","Seven C3","Women's Interests: Cookery & Kitchen","6","£3.00","UK / ROI","Print","Free Copies - Regular Net","415"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Paid Single Copies - Full Rate","6074"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","Other Countries","Print","Paid Single Copies - Full Rate","987"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Paid Single Copies - 20-99%","1"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Paid Single Copies - Below 20%","2"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","Other Countries","Print","Paid Single Copies - Below 20%","6"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Paid Subscriptions - 20-99%","10475"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","Other Countries","Print","Paid Subscriptions - 20-99%","1388"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Digital","Paid Subscriptions - All You Can Read","871"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","Other Countries","Digital","Paid Subscriptions - All You Can Read","362"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Paid Subscriptions - Below 20%","5"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","Other Countries","Print","Paid Subscriptions - Below 20%","1"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Paid Subscriptions - Full Rate","1065"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","Other Countries","Print","Paid Subscriptions - Full Rate","644"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Paid Subscriptions - Multiple Copy","15"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","Other Countries","Print","Paid Subscriptions - Multiple Copy","15"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Free Copies - Regular Gross","1021"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scots Magazine","Registered","DC Thomson Media","Countryside & County: Regional","12","£4.25","UK / ROI","Print","Free Copies - Sample Net","189"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Print","Paid Multiple Copies","676"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Print","Paid Single Copies - Full Rate","4525"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Digital","Paid Single Copies - Full Rate","11"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","Other Countries","Print","Paid Single Copies - Full Rate","83"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","Other Countries","Digital","Paid Single Copies - Full Rate","32"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Print","Paid Subscriptions - 20-99%","6563"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Digital","Paid Subscriptions - 20-99%","62"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","Other Countries","Print","Paid Subscriptions - 20-99%","616"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","Other Countries","Digital","Paid Subscriptions - 20-99%","111"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Digital","Paid Subscriptions - All You Can Read","859"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","Other Countries","Digital","Paid Subscriptions - All You Can Read","432"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Print","Paid Subscriptions - Multiple Copy","218"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","Other Countries","Print","Paid Subscriptions - Multiple Copy","2"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Print","Free Copies - Regular Net","163"
"Jan - Dec 2021","2021-01-01","2021-12-31","Scottish Field","Registered","Wyvex Media Ltd","Countryside & County: Regional","11","£4.75","UK / ROI","Print","Free Copies - Sample Net","138"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","UK / ROI","Print","Paid Single Copies - Full Rate","680"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","UK / ROI","Digital","Paid Single Copies - 20-99%","2"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","Other Countries","Digital","Paid Single Copies - 20-99%","1"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","UK / ROI","Print","Paid Subscriptions - 20-99%","3504"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","UK / ROI","Digital","Paid Subscriptions - 20-99%","47"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","Other Countries","Digital","Paid Subscriptions - 20-99%","23"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","UK / ROI","Digital","Paid Subscriptions - All You Can Read","1538"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","Other Countries","Digital","Paid Subscriptions - All You Can Read","782"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","UK / ROI","Print","Paid Subscriptions - Full Rate","3088"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","UK / ROI","Print","Free Copies - Regular Gross","375"
"Jan - Dec 2021","2021-01-01","2021-12-31","SelfBuild & Design","Registered","Waterways World Ltd","Home Interest: DIY","12","£4.99","UK / ROI","Print","Free Copies - Regular Net","161"
"Jan - Dec 2021","2021-01-01","2021-12-31","Shooting and Conservation","Registered","The British Association for Shooting and Conservation","Sports: Shooting","6","","UK / ROI","Print","Membership Copies","129036"
"Jan - Dec 2021","2021-01-01","2021-12-31","Shooting and Conservation","Registered","The British Association for Shooting and Conservation","Sports: Shooting","6","","Other Countries","Print","Membership Copies","817"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","UK / ROI","Print","Paid Single Copies - Full Rate","1903"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","Other Countries","Print","Paid Single Copies - Full Rate","974"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","UK / ROI","Print","Paid Subscriptions - 20-99%","1136"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","UK / ROI","Digital","Paid Subscriptions - 20-99%","888"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","Other Countries","Print","Paid Subscriptions - 20-99%","653"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","Other Countries","Digital","Paid Subscriptions - 20-99%","568"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","UK / ROI","Print","Paid Subscriptions - Full Rate","5204"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","Other Countries","Print","Paid Subscriptions - Full Rate","1580"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","UK / ROI","Print","Paid Subscriptions - Multiple Copy","3"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","Other Countries","Print","Paid Subscriptions - Multiple Copy","4"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","UK / ROI","Print","Free Copies - Regular Net","384"
"Jan - Dec 2021","2021-01-01","2021-12-31","Sight and Sound","Registered","British Film Institute","Leisure Interests: Film & Video Reviews","10","£5.95","Other Countries","Print","Free Copies - Regular Net","181"
"Jan - Dec 2021","2021-01-01","2021-12-31","Ski and Board","Registered","Ski Club of Great Britain","Sports: Ski-ing & Snowboarding","4","","UK / ROI","Print","Membership Copies","9423"
"Jan - Dec 2021","2021-01-01","2021-12-31","Ski and Board","Registered","Ski Club of Great Britain","Sports: Ski-ing & Snowboarding","4","","Other Countries","Print","Membership Copies","197"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","UK / ROI","Print","Paid Single Copies - Full Rate","80886"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","Other Countries","Print","Paid Single Copies - Full Rate","304"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","UK / ROI","Print","Paid Single Copies - 20-99%","192356"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","UK / ROI","Digital","Paid Single Copies - 20-99%","225"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","Other Countries","Digital","Paid Single Copies - 20-99%","13"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","UK / ROI","Print","Paid Subscriptions - 20-99%","25603"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","UK / ROI","Digital","Paid Subscriptions - 20-99%","3542"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","Other Countries","Print","Paid Subscriptions - 20-99%","191"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","Other Countries","Digital","Paid Subscriptions - 20-99%","264"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","UK / ROI","Print","Paid Subscriptions - Full Rate","7077"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","UK / ROI","Digital","Paid Subscriptions - Full Rate","9"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","Other Countries","Print","Paid Subscriptions - Full Rate","136"
"Jan - Jun 2022","2022-01-01","2022-06-30","Slimming World Magazine","Registered","Miles-Bramwell Executive Services Ltd","Women's Interests: Women's Slimming","3","£3.45","Other Countries","Digital","Paid Subscriptions - Full Rate","6"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sparkle World","Registered","Redan Publishing Ltd","Children's Magazines: Primary - Girls","6","£4.99","UK / ROI","Print","Paid Single Copies - Full Rate","29378"
"Jul - Dec 2021","2021-07-01","2021-12-31","Sparkle World","Registered","Redan Publishing Ltd","Children's Magazines: Primary - Girls","6","£4.99","Other Countries","Print","Paid Single Copies - Full Rate","11009"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Print","Paid Single Copies - Full Rate","7523"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Print","Paid Single Copies - Full Rate","382"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Print","Paid Single Copies - 20-99%","9"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Digital","Paid Single Copies - 20-99%","15"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Digital","Paid Single Copies - 20-99%","4"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Print","Paid Subscriptions - 20-99%","12645"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Digital","Paid Subscriptions - 20-99%","316"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Print","Paid Subscriptions - 20-99%","364"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Digital","Paid Subscriptions - 20-99%","67"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Digital","Paid Subscriptions - All You Can Read","818"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Digital","Paid Subscriptions - All You Can Read","131"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Print","Paid Subscriptions - Below 20%","1"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Print","Paid Subscriptions - Full Rate","425"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Digital","Paid Subscriptions - Full Rate","4"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Print","Paid Subscriptions - Full Rate","6"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Digital","Paid Subscriptions - Full Rate","3"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Print","Paid Subscriptions - Multiple Copy","8585"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Print","Paid Subscriptions - Multiple Copy","2"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","UK / ROI","Print","Free Copies - Regular Net","118"
"Jan - Dec 2021","2021-01-01","2021-12-31","Steam Railway","Registered","Bauer Media","Leisure Interests: Railways - Steam","13","£4.70","Other Countries","Print","Free Copies - Regular Net","8"
"Jan - Dec 2021","2021-01-01","2021-12-31","Stuff - Digital","Registered","Kelsey Publishing Ltd","Men's Lifestyle: General","13","£4.99","UK / ROI","Digital","Paid Multiple Copies","57"
"Jan - Dec 2021","2021-01-01","2021-12-31","Stuff - Digital","Registered","Kelsey Publishing Ltd","Men's Lifestyle: General","13","£4.99","UK / ROI","Digital","Paid Single Copies - Full Rate","60"
"Jan - Dec 2021","2021-01-01","2021-12-31","Stuff - Digital","Registered","Kelsey Publishing Ltd","Men's Lifestyle: General","13","£4.99","Other Countries","Digital","Paid Single Copies - Full Rate","46"
